ds,y,is_weekend,is_rush_hour,weather_factor,hour,day_of_week,temperature,temp_extreme,precipitation,heavy_rain
2024-01-04 18:00:00,352.0,0,1,1.0,18,3,26.09262611442598,0,0.0,0
2024-01-04 19:00:00,315.0,0,1,1.03,19,3,23.460045831399402,0,0.0,0
2024-01-04 20:00:00,104.0,0,0,0.76,20,3,25.67684072210306,0,0.0,0
2024-01-04 21:00:00,169.0,0,0,0.99,21,3,22.51859394007142,0,0.0,0
2024-01-04 22:00:00,201.0,0,0,1.06,22,3,22.091731697924743,0,0.0,0
2024-01-04 23:00:00,68.0,0,0,0.93,23,3,21.753538366361422,0,0.0,0
2024-01-05 00:00:00,57.0,0,0,1.0,0,4,18.09531748580551,0,0.0,0
2024-01-05 01:00:00,27.0,0,0,1.04,1,4,23.060648712831956,0,0.0,0
2024-01-05 02:00:00,45.0,0,0,1.05,2,4,24.033408445546556,0,0.019007515252066336,0
2024-01-05 03:00:00,66.0,0,0,1.09,3,4,23.20878297405725,0,0.0,0
2024-01-05 04:00:00,46.0,0,0,1.01,4,4,22.327975815692422,0,0.0,0
2024-01-05 05:00:00,41.0,0,0,0.96,5,4,23.037818531734516,0,0.0,0
2024-01-05 06:00:00,46.0,0,0,1.08,6,4,26.414777237945458,0,0.0,0
2024-01-05 07:00:00,261.0,0,1,0.56,7,4,24.310153483396213,0,0.0,0
2024-01-05 08:00:00,248.0,0,1,0.9,8,4,26.169855229677143,0,0.8302278263865689,0
2024-01-05 09:00:00,448.0,0,1,0.97,9,4,27.069205815203116,0,0.0,0
2024-01-05 10:00:00,181.0,0,0,1.05,10,4,26.486947824879735,0,0.0,0
2024-01-05 11:00:00,109.0,0,0,0.59,11,4,25.77816507398299,0,0.0,0
2024-01-05 12:00:00,203.0,0,0,0.93,12,4,29.947345816628463,0,0.0,0
2024-01-05 13:00:00,171.0,0,0,0.66,13,4,28.32074022451661,0,0.0,0
2024-01-05 14:00:00,219.0,0,0,1.02,14,4,28.769907363228747,0,0.0,0
2024-01-05 15:00:00,171.0,0,0,1.01,15,4,29.76672299281839,0,0.0,0
2024-01-05 16:00:00,162.0,0,0,1.05,16,4,27.379855262992045,0,0.0,0
2024-01-05 17:00:00,338.0,0,1,1.06,17,4,28.007656769000885,0,0.0,0
2024-01-05 18:00:00,450.0,0,1,1.03,18,4,27.059651155064437,0,0.5729797809661467,0
2024-01-05 19:00:00,401.0,0,1,1.01,19,4,20.951346592022883,0,0.0,0
2024-01-05 20:00:00,147.0,0,0,0.91,20,4,22.289070948550297,0,0.0,0
2024-01-05 21:00:00,208.0,0,0,1.09,21,4,25.408049566770988,0,0.0,0
2024-01-05 22:00:00,147.0,0,0,1.1,22,4,23.957791011783318,0,0.0,0
2024-01-05 23:00:00,66.0,0,0,1.06,23,4,23.034910577025812,0,0.0,0
2024-01-06 00:00:00,28.0,1,0,0.96,0,5,23.079155613246204,0,0.0,0
2024-01-06 01:00:00,41.0,1,0,1.1,1,5,25.378377383356586,0,0.0,0
2024-01-06 02:00:00,23.0,1,0,0.97,2,5,24.47840103918339,0,0.0,0
2024-01-06 03:00:00,23.0,1,0,1.05,3,5,22.375593568353782,0,0.0,0
2024-01-06 04:00:00,36.0,1,0,0.91,4,5,22.99190593228219,0,0.0,0
2024-01-06 05:00:00,30.0,1,0,0.94,5,5,23.74692959770472,0,0.0,0
2024-01-06 06:00:00,14.0,1,0,0.54,6,5,25.74287406538162,0,0.8932524212883606,0
2024-01-06 07:00:00,253.0,1,1,1.02,7,5,27.838751927064088,0,1.824501295597779,0
2024-01-06 08:00:00,270.0,1,1,0.92,8,5,26.745355641346645,0,0.7195290053900573,0
2024-01-06 09:00:00,169.0,1,1,1.05,9,5,27.453862400847033,0,0.0,0
2024-01-06 10:00:00,124.0,1,0,0.92,10,5,31.98192960895255,0,0.0,0
2024-01-06 11:00:00,158.0,1,0,1.02,11,5,26.644185353004065,0,0.0,0
2024-01-06 12:00:00,66.0,1,0,0.51,12,5,29.0446596773505,0,0.0,0
2024-01-06 13:00:00,129.0,1,0,1.05,13,5,26.286709642895964,0,0.0,0
2024-01-06 14:00:00,145.0,1,0,1.08,14,5,26.26762932802595,0,0.8346987301996396,0
2024-01-06 15:00:00,82.0,1,0,0.71,15,5,28.6205275806443,0,0.0,0
2024-01-06 16:00:00,133.0,1,0,1.07,16,5,26.320170504946574,0,0.0,0
2024-01-06 17:00:00,212.0,1,1,1.08,17,5,24.62318686298237,0,1.03071931305851,0
2024-01-06 18:00:00,176.0,1,1,0.92,18,5,29.41957306658403,0,0.0,0
2024-01-06 19:00:00,228.0,1,1,1.09,19,5,24.304921327643434,0,0.0,0
2024-01-06 20:00:00,90.0,1,0,1.08,20,5,19.904391471531277,0,0.0,0
2024-01-06 21:00:00,48.0,1,0,0.6,21,5,22.236022388275135,0,0.0,0
2024-01-06 22:00:00,75.0,1,0,0.93,22,5,25.358857098418383,0,0.0,0
2024-01-06 23:00:00,21.0,1,0,0.78,23,5,23.562424280985063,0,0.48991595692289414,0
2024-01-07 00:00:00,18.0,1,0,0.77,0,6,20.580385048385093,0,0.0,0
2024-01-07 01:00:00,18.0,1,0,0.74,1,6,23.670728106849065,0,0.0,0
2024-01-07 02:00:00,36.0,1,0,0.92,2,6,21.04322430338945,0,0.0,0
2024-01-07 03:00:00,39.0,1,0,1.09,3,6,24.232214456707045,0,0.0,0
2024-01-07 04:00:00,23.0,1,0,0.95,4,6,25.323509535017518,0,0.0,0
2024-01-07 05:00:00,28.0,1,0,0.94,5,6,27.730931111652318,0,0.0,0
2024-01-07 06:00:00,37.0,1,0,1.04,6,6,22.648806371298605,0,0.0,0
2024-01-07 07:00:00,208.0,1,1,1.06,7,6,27.917511631367436,0,0.7399018860636652,0
2024-01-07 08:00:00,216.0,1,1,1.05,8,6,28.845937731174615,0,0.0,0
2024-01-07 09:00:00,212.0,1,1,1.05,9,6,27.619732614909577,0,0.0,0
2024-01-07 10:00:00,120.0,1,0,1.04,10,6,30.695479059301242,0,0.0,0
2024-01-07 11:00:00,185.0,1,0,0.98,11,6,28.296650915148543,0,0.0,0
2024-01-07 12:00:00,165.0,1,0,1.08,12,6,32.881850143365895,0,0.0,0
2024-01-07 13:00:00,138.0,1,0,1.05,13,6,30.264742904055954,0,0.0,0
2024-01-07 14:00:00,131.0,1,0,1.0,14,6,25.018999381245813,0,0.0,0
2024-01-07 15:00:00,142.0,1,0,0.99,15,6,26.96376169195996,0,0.0,0
2024-01-07 16:00:00,133.0,1,0,0.98,16,6,26.93229649969735,0,0.0,0
2024-01-07 17:00:00,176.0,1,1,0.96,17,6,30.69423210319179,0,0.0,0
2024-01-07 18:00:00,183.0,1,1,1.09,18,6,25.82351067033871,0,0.0,0
2024-01-07 19:00:00,183.0,1,1,1.02,19,6,23.04636595118822,0,0.0,0
2024-01-07 20:00:00,75.0,1,0,1.02,20,6,28.034181154628335,0,0.0,0
2024-01-07 21:00:00,86.0,1,0,1.04,21,6,26.87895432012044,0,0.0,0
2024-01-07 22:00:00,106.0,1,0,1.02,22,6,24.854666915302268,0,0.0,0
2024-01-07 23:00:00,14.0,1,0,0.53,23,6,21.422555889072342,0,0.0,0
