ds,y,is_weekend,is_rush_hour,weather_factor,hour,day_of_week,temperature,temp_extreme,precipitation,heavy_rain
2024-01-03 16:00:00,150.0,0,0,0.95,16,2,25.36516436292591,0,0.0,0
2024-01-03 17:00:00,254.0,0,1,0.92,17,2,26.473815024425463,0,0.0,0
2024-01-03 18:00:00,234.66666666666666,0,1,1.05,18,2,24.564244611332573,0,0.0,0
2024-01-03 19:00:00,258.0,0,1,0.96,19,2,24.241983088686634,0,0.0,0
2024-01-03 20:00:00,94.0,0,0,0.93,20,2,23.983891421979337,0,0.0,0
2024-01-03 21:00:00,111.0,0,0,1.05,21,2,21.804096349313152,0,0.0,0
2024-01-03 22:00:00,95.0,0,0,1.05,22,2,23.427039282646128,0,0.0,0
2024-01-03 23:00:00,41.0,0,0,1.1,23,2,22.73385184166618,0,0.0,0
2024-01-04 00:00:00,22.0,0,0,1.03,0,3,22.724170822904803,0,0.0,0
2024-01-04 01:00:00,22.0,0,0,0.55,1,3,24.187479752695765,0,0.0,0
2024-01-04 02:00:00,33.0,0,0,1.09,2,3,22.446961618569464,0,0.0,0
2024-01-04 03:00:00,31.0,0,0,0.91,3,3,21.214059479658005,0,0.0,0
2024-01-04 04:00:00,33.0,0,0,1.05,4,3,24.542454981955057,0,0.0,0
2024-01-04 05:00:00,29.0,0,0,0.94,5,3,22.297593013144706,0,0.0,0
2024-01-04 06:00:00,24.0,0,0,0.97,6,3,26.252336906213127,0,0.0,0
2024-01-04 07:00:00,231.0,0,1,1.07,7,3,30.861421749098135,0,0.0,0
2024-01-04 08:00:00,195.0,0,1,1.0,8,3,26.098786888654697,0,0.0,0
2024-01-04 09:00:00,279.0,0,1,1.02,9,3,27.491242043070926,0,0.0,0
2024-01-04 10:00:00,160.0,0,0,0.97,10,3,29.547137825500243,0,0.0,0
2024-01-04 11:00:00,67.0,0,0,0.55,11,3,26.854536646647848,0,0.0,0
2024-01-04 12:00:00,102.0,0,0,1.01,12,3,24.991804751102826,0,0.0,0
2024-01-04 13:00:00,100.0,0,0,0.9,13,3,27.464411340586203,0,0.9038464191884885,0
2024-01-04 14:00:00,121.0,0,0,1.06,14,3,27.410745391692377,0,0.0,0
2024-01-04 15:00:00,106.0,0,0,0.92,15,3,27.981768786966644,0,0.0,0
2024-01-04 16:00:00,59.0,0,0,0.54,16,3,21.742802877971165,0,0.8574611292944094,0
2024-01-04 17:00:00,155.0,0,1,1.06,17,3,23.069232593488117,0,0.0,0
2024-01-04 18:00:00,239.0,0,1,1.0,18,3,25.851817850140172,0,0.0,0
2024-01-04 19:00:00,260.0,0,1,1.03,19,3,24.481340472139486,0,0.0,0
2024-01-04 20:00:00,89.0,0,0,0.76,20,3,20.11053706744051,0,1.0138027260186557,0
2024-01-04 21:00:00,81.0,0,0,0.99,21,3,24.609963584017795,0,0.0,0
2024-01-04 22:00:00,89.0,0,0,1.06,22,3,25.58303405798008,0,0.0,0
2024-01-04 23:00:00,34.0,0,0,0.93,23,3,19.74733130745247,0,0.0,0
2024-01-05 00:00:00,31.0,0,0,1.0,0,4,21.57217045290668,0,0.0,0
2024-01-05 01:00:00,31.0,0,0,1.04,1,4,25.674194300637286,0,2.0765485050185184,0
2024-01-05 02:00:00,19.0,0,0,1.05,2,4,23.565751642759228,0,0.0,0
2024-01-05 03:00:00,42.0,0,0,1.09,3,4,26.652857236941824,0,0.0,0
2024-01-05 04:00:00,41.0,0,0,1.01,4,4,20.433254580178442,0,0.0,0
2024-01-05 05:00:00,34.0,0,0,0.96,5,4,24.759036017536143,0,0.0,0
2024-01-05 06:00:00,38.0,0,0,1.08,6,4,24.267371127578954,0,0.0,0
2024-01-05 07:00:00,110.0,0,1,0.56,7,4,25.68021288471636,0,0.0,0
2024-01-05 08:00:00,212.0,0,1,0.9,8,4,28.625823080234436,0,1.2582232528057689,0
2024-01-05 09:00:00,243.0,0,1,0.97,9,4,29.215565797740094,0,0.0,0
2024-01-05 10:00:00,157.0,0,0,1.05,10,4,28.16970018752463,0,0.0,0
2024-01-05 11:00:00,82.0,0,0,0.59,11,4,30.022429959034206,0,0.0,0
2024-01-05 12:00:00,86.0,0,0,0.93,12,4,28.18467184967881,0,0.0,0
2024-01-05 13:00:00,96.0,0,0,0.66,13,4,23.43291003037171,0,0.0,0
2024-01-05 14:00:00,137.0,0,0,1.02,14,4,28.042550759471,0,0.0,0
2024-01-05 15:00:00,128.0,0,0,1.01,15,4,27.190519105765254,0,0.0,0
2024-01-05 16:00:00,124.0,0,0,1.05,16,4,26.349438165575442,0,0.0,0
2024-01-05 17:00:00,242.0,0,1,1.06,17,4,25.339870846343118,0,0.0,0
2024-01-05 18:00:00,203.0,0,1,1.03,18,4,25.135961284828753,0,0.0,0
2024-01-05 19:00:00,244.66666666666666,0,1,1.01,19,4,26.910637209473087,0,0.0,0
2024-01-05 20:00:00,73.0,0,0,0.91,20,4,23.432806028400236,0,0.0,0
2024-01-05 21:00:00,113.0,0,0,1.09,21,4,23.458736204588696,0,0.0,0
2024-01-05 22:00:00,88.0,0,0,1.1,22,4,24.41641547564765,0,0.8368583735325549,0
2024-01-05 23:00:00,29.0,0,0,1.06,23,4,24.610123711478558,0,0.0,0
2024-01-06 00:00:00,14.0,1,0,0.96,0,5,23.001438379075363,0,0.0,0
2024-01-06 01:00:00,23.0,1,0,1.1,1,5,24.040218090278525,0,0.0,0
2024-01-06 02:00:00,15.0,1,0,0.97,2,5,22.572704123945496,0,0.0,0
2024-01-06 03:00:00,15.0,1,0,1.05,3,5,24.803630851388327,0,0.0,0
2024-01-06 04:00:00,18.0,1,0,0.91,4,5,25.87446857053592,0,2.068493073854361,0
2024-01-06 05:00:00,22.0,1,0,0.94,5,5,25.627811206050954,0,0.0,0
2024-01-06 06:00:00,8.0,1,0,0.54,6,5,21.828367668614167,0,0.0,0
2024-01-06 07:00:00,104.0,1,1,1.02,7,5,28.078301592846937,0,0.0,0
2024-01-06 08:00:00,100.0,1,1,0.92,8,5,24.634784339274233,0,0.0,0
2024-01-06 09:00:00,129.0,1,1,1.05,9,5,27.673619452054186,0,0.0,0
2024-01-06 10:00:00,71.0,1,0,0.92,10,5,31.89291600054134,0,0.0,0
2024-01-06 11:00:00,107.0,1,0,1.02,11,5,30.17966480328398,0,0.0,0
2024-01-06 12:00:00,39.0,1,0,0.51,12,5,31.085116409299502,0,0.0,0
2024-01-06 13:00:00,66.0,1,0,1.05,13,5,30.030271697925766,0,0.0,0
2024-01-06 14:00:00,90.0,1,0,1.08,14,5,30.6009611985253,0,0.0,0
2024-01-06 15:00:00,38.0,1,0,0.71,15,5,30.564861854238217,0,0.0,0
2024-01-06 16:00:00,62.0,1,0,1.07,16,5,26.592043893978317,0,0.0,0
2024-01-06 17:00:00,99.0,1,1,1.08,17,5,25.377821733533253,0,0.0,0
2024-01-06 18:00:00,113.0,1,1,0.92,18,5,25.87725588388865,0,1.439708095549161,0
2024-01-06 19:00:00,116.0,1,1,1.09,19,5,26.871047299868714,0,0.0,0
2024-01-06 20:00:00,58.0,1,0,1.08,20,5,25.934162002069183,0,0.0,0
2024-01-06 21:00:00,35.0,1,0,0.6,21,5,25.01586466476421,0,0.0,0
2024-01-06 22:00:00,45.0,1,0,0.93,22,5,19.13643060947271,0,0.0,0
2024-01-06 23:00:00,14.0,1,0,0.78,23,5,24.28660631217052,0,0.0,0
2024-01-07 00:00:00,16.0,1,0,0.77,0,6,24.662867758274707,0,0.0,0
2024-01-07 01:00:00,13.0,1,0,0.74,1,6,22.127185820213143,0,0.0,0
2024-01-07 02:00:00,17.0,1,0,0.92,2,6,19.829849149927327,0,0.0,0
2024-01-07 03:00:00,20.0,1,0,1.09,3,6,24.85589871993618,0,0.0,0
2024-01-07 04:00:00,15.0,1,0,0.95,4,6,24.08676830371041,0,0.0,0
2024-01-07 05:00:00,17.0,1,0,0.94,5,6,27.170398575097025,0,0.0,0
2024-01-07 06:00:00,23.0,1,0,1.04,6,6,24.016939342901228,0,6.958266534119268,0
2024-01-07 07:00:00,117.0,1,1,1.06,7,6,26.29083169565662,0,0.0,0
2024-01-07 08:00:00,103.0,1,1,1.05,8,6,28.33533819639474,0,0.0,0
2024-01-07 09:00:00,115.0,1,1,1.05,9,6,28.41821065037494,0,0.8845856352863561,0
2024-01-07 10:00:00,73.0,1,0,1.04,10,6,28.368670254399284,0,0.0,0
2024-01-07 11:00:00,71.0,1,0,0.98,11,6,29.839797478669844,0,0.0,0
2024-01-07 12:00:00,80.0,1,0,1.08,12,6,29.23294552857265,0,0.0,0
2024-01-07 13:00:00,84.0,1,0,1.05,13,6,27.425461263730075,0,0.0,0
2024-01-07 14:00:00,99.0,1,0,1.0,14,6,30.064916549167606,0,0.0,0
2024-01-07 15:00:00,75.0,1,0,0.99,15,6,29.158019095083105,0,0.0,0
2024-01-07 16:00:00,71.0,1,0,0.98,16,6,27.836509442003777,0,0.0,0
2024-01-07 17:00:00,136.0,1,1,0.96,17,6,25.46904056951503,0,0.3365732444208315,0
2024-01-07 18:00:00,108.0,1,1,1.09,18,6,22.981098881569075,0,0.0,0
2024-01-07 19:00:00,132.0,1,1,1.02,19,6,25.21460249082716,0,1.6219588119847819,0
2024-01-07 20:00:00,53.0,1,0,1.02,20,6,24.837416612876726,0,0.0,0
2024-01-07 21:00:00,55.0,1,0,1.04,21,6,18.31936866601276,0,0.0,0
2024-01-07 22:00:00,55.0,1,0,1.02,22,6,21.711517745643103,0,0.0,0
2024-01-07 23:00:00,7.0,1,0,0.53,23,6,20.617127640270873,0,0.0,0
