timestamp,bus_id,route_id,lat,lng,speed,stop_name,stop_sequence
2024-01-01 02:08:00,KA-01-503-5889,503,13.018098,77.638136,21,4th Block Jayanagar,4
2024-01-01 02:13:00,KA-01-503-5889,503,13.021664,77.643748,19,Jayanagar,5
2024-01-01 01:48:00,KA-01-503-7126,503,12.997455,77.621799,20,Koramangala,1
2024-01-01 01:53:00,KA-01-503-7126,503,13.009336,77.631652,32,5th Block,2
2024-01-01 01:58:00,KA-01-503-7126,503,13.009495,77.633187,45,Wilson Garden,3
2024-01-01 02:03:00,KA-01-503-7126,503,13.019988,77.633642,39,4th Block Jayanagar,4
2024-01-01 02:08:00,KA-01-503-7126,503,13.020335,77.639589,44,Jayanagar,5
2024-01-01 01:38:00,KA-01-504-1009,504,13.010512,77.640094,25,Indiranagar,1
2024-01-01 01:43:00,KA-01-504-1009,504,13.019727,77.642668,30,100 Feet Road,2
2024-01-01 01:48:00,KA-01-504-1009,504,13.026127,77.642705,15,HAL,3
2024-01-01 01:53:00,KA-01-504-1009,504,13.02701,77.645049,18,Trinity,4
2024-01-01 01:58:00,KA-01-504-1009,504,13.029221,77.649949,44,MG Road,5
2024-01-01 01:56:00,KA-01-504-6947,504,13.012085,77.637576,41,Indiranagar,1
2024-01-01 02:01:00,KA-01-504-6947,504,13.011509,77.649062,40,100 Feet Road,2
2024-01-01 02:06:00,KA-01-504-6947,504,13.01457,77.636529,24,HAL,3
2024-01-01 02:11:00,KA-01-504-6947,504,13.029391,77.650558,22,Trinity,4
2024-01-01 02:16:00,KA-01-504-6947,504,13.030721,77.653742,16,MG Road,5
2024-01-01 01:56:00,KA-01-504-4946,504,13.011539,77.630114,33,Indiranagar,1
2024-01-01 02:01:00,KA-01-504-4946,504,13.015979,77.635214,45,100 Feet Road,2
2024-01-01 02:06:00,KA-01-504-4946,504,13.024476,77.641865,17,HAL,3
2024-01-01 02:11:00,KA-01-504-4946,504,13.019473,77.644993,17,Trinity,4
2024-01-01 02:16:00,KA-01-504-4946,504,13.029665,77.647781,38,MG Road,5
2024-01-01 01:52:00,KA-01-504-8962,504,13.007489,77.635818,17,Indiranagar,1
2024-01-01 01:57:00,KA-01-504-8962,504,13.016825,77.636065,39,100 Feet Road,2
2024-01-01 02:02:00,KA-01-504-8962,504,13.017245,77.64376,32,HAL,3
2024-01-01 02:07:00,KA-01-504-8962,504,13.01636,77.639563,39,Trinity,4
2024-01-01 02:12:00,KA-01-504-8962,504,13.024008,77.649533,19,MG Road,5
2024-01-01 01:42:00,KA-01-504-3103,504,13.013155,77.641977,30,Indiranagar,1
2024-01-01 01:47:00,KA-01-504-3103,504,13.019888,77.6378,45,100 Feet Road,2
2024-01-01 01:52:00,KA-01-504-3103,504,13.019505,77.637587,32,HAL,3
2024-01-01 01:57:00,KA-01-504-3103,504,13.023507,77.645157,20,Trinity,4
2024-01-01 02:02:00,KA-01-504-3103,504,13.029214,77.646464,23,MG Road,5
2024-01-01 01:55:00,KA-01-504-9645,504,13.014197,77.642264,34,Indiranagar,1
2024-01-01 02:00:00,KA-01-504-9645,504,13.015056,77.640609,28,100 Feet Road,2
2024-01-01 02:05:00,KA-01-504-9645,504,13.023051,77.640594,45,HAL,3
2024-01-01 02:10:00,KA-01-504-9645,504,13.02472,77.646663,21,Trinity,4
2024-01-01 02:15:00,KA-01-504-9645,504,13.028088,77.646735,44,MG Road,5
2024-01-01 02:45:00,KA-01-500-4295,500,12.971723,77.59709,24,Majestic,1
2024-01-01 02:50:00,KA-01-500-4295,500,12.982856,77.603396,27,City Railway Station,2
2024-01-01 02:55:00,KA-01-500-4295,500,12.990366,77.598763,36,Chickpet,3
2024-01-01 03:00:00,KA-01-500-4295,500,12.987962,77.607517,35,Avenue Road,4
2024-01-01 03:05:00,KA-01-500-4295,500,12.998549,77.606559,26,K.R. Market,5
2024-01-01 02:57:00,KA-01-500-8177,500,12.967401,77.591603,31,Majestic,1
2024-01-01 03:02:00,KA-01-500-8177,500,12.964981,77.595971,29,City Railway Station,2
2024-01-01 03:07:00,KA-01-500-8177,500,12.975804,77.603352,18,Chickpet,3
2024-01-01 03:12:00,KA-01-500-8177,500,12.985309,77.615981,22,Avenue Road,4
2024-01-01 03:17:00,KA-01-500-8177,500,12.992352,77.607715,22,K.R. Market,5
2024-01-01 02:21:00,KA-01-500-2049,500,12.967108,77.59706,15,Majestic,1
2024-01-01 02:26:00,KA-01-500-2049,500,12.968999,77.607757,33,City Railway Station,2
2024-01-01 02:31:00,KA-01-500-2049,500,12.985497,77.600254,32,Chickpet,3
2024-01-01 02:36:00,KA-01-500-2049,500,12.975034,77.613369,22,Avenue Road,4
2024-01-01 02:41:00,KA-01-500-2049,500,12.987027,77.616789,33,K.R. Market,5
2024-01-01 02:00:00,KA-01-500-4608,500,12.963628,77.591603,17,Majestic,1
2024-01-01 02:05:00,KA-01-500-4608,500,12.975626,77.598835,37,City Railway Station,2
2024-01-01 02:10:00,KA-01-500-4608,500,12.97735,77.605714,35,Chickpet,3
2024-01-01 02:15:00,KA-01-500-4608,500,12.978262,77.605888,16,Avenue Road,4
2024-01-01 02:20:00,KA-01-500-4608,500,12.988201,77.613172,22,K.R. Market,5
2024-01-01 02:57:00,KA-01-500-2104,500,12.975158,77.588977,16,Majestic,1
2024-01-01 03:02:00,KA-01-500-2104,500,12.967929,77.604988,42,City Railway Station,2
2024-01-01 03:07:00,KA-01-500-2104,500,12.981262,77.598858,25,Chickpet,3
2024-01-01 03:12:00,KA-01-500-2104,500,12.991356,77.607178,17,Avenue Road,4
2024-01-01 03:17:00,KA-01-500-2104,500,12.993496,77.610938,31,K.R. Market,5
2024-01-01 02:17:00,KA-01-500-4899,500,12.981904,77.603377,36,Majestic,1
2024-01-01 02:22:00,KA-01-500-4899,500,12.974355,77.603458,30,City Railway Station,2
2024-01-01 02:27:00,KA-01-500-4899,500,12.982827,77.609443,21,Chickpet,3
2024-01-01 02:32:00,KA-01-500-4899,500,12.978775,77.61003,32,Avenue Road,4
2024-01-01 02:37:00,KA-01-500-4899,500,12.992892,77.601806,19,K.R. Market,5
2024-01-01 02:15:00,KA-01-501-8744,501,12.975684,77.594404,40,Silk Board,1
2024-01-01 02:20:00,KA-01-501-8744,501,12.984253,77.612188,30,BTM Layout,2
2024-01-01 02:25:00,KA-01-501-8744,501,12.997112,77.61297,40,Bommanahalli,3
2024-01-01 02:30:00,KA-01-501-8744,501,13.001743,77.609699,28,Hongasandra,4
2024-01-01 02:35:00,KA-01-501-8744,501,12.989083,77.620322,21,Electronic City,5
2024-01-01 02:06:00,KA-01-501-2545,501,12.98352,77.604437,36,Silk Board,1
2024-01-01 02:11:00,KA-01-501-2545,501,12.975263,77.608154,28,BTM Layout,2
2024-01-01 02:16:00,KA-01-501-2545,501,12.983078,77.615948,26,Bommanahalli,3
2024-01-01 02:21:00,KA-01-501-2545,501,12.995433,77.611901,28,Hongasandra,4
2024-01-01 02:26:00,KA-01-501-2545,501,12.995031,77.615304,28,Electronic City,5
2024-01-01 02:55:00,KA-01-501-8651,501,12.981287,77.609376,38,Silk Board,1
2024-01-01 03:00:00,KA-01-501-8651,501,12.980671,77.61112,16,BTM Layout,2
2024-01-01 03:05:00,KA-01-501-8651,501,12.986949,77.608636,36,Bommanahalli,3
2024-01-01 03:10:00,KA-01-501-8651,501,12.993065,77.611424,35,Hongasandra,4
2024-01-01 03:15:00,KA-01-501-8651,501,12.994832,77.614611,35,Electronic City,5
2024-01-01 02:03:00,KA-01-501-2612,501,12.991424,77.604776,27,Silk Board,1
2024-01-01 02:08:00,KA-01-501-2612,501,12.982101,77.60967,38,BTM Layout,2
2024-01-01 02:13:00,KA-01-501-2612,501,12.989038,77.611495,25,Bommanahalli,3
2024-01-01 02:18:00,KA-01-501-2612,501,12.996671,77.620388,40,Hongasandra,4
2024-01-01 02:23:00,KA-01-501-2612,501,12.994947,77.617721,42,Electronic City,5
2024-01-01 02:15:00,KA-01-501-2790,501,12.980225,77.59309,21,Silk Board,1
2024-01-01 02:20:00,KA-01-501-2790,501,12.978024,77.615434,21,BTM Layout,2
2024-01-01 02:25:00,KA-01-501-2790,501,12.997825,77.611355,32,Bommanahalli,3
2024-01-01 02:30:00,KA-01-501-2790,501,12.996483,77.618156,29,Hongasandra,4
2024-01-01 02:35:00,KA-01-501-2790,501,13.012994,77.626198,19,Electronic City,5
2024-01-01 02:11:00,KA-01-501-7912,501,12.98096,77.599822,23,Silk Board,1
2024-01-01 02:16:00,KA-01-501-7912,501,12.977568,77.609617,29,BTM Layout,2
2024-01-01 02:21:00,KA-01-501-7912,501,12.985818,77.605489,22,Bommanahalli,3
2024-01-01 02:26:00,KA-01-501-7912,501,12.990367,77.611192,42,Hongasandra,4
2024-01-01 02:31:00,KA-01-501-7912,501,13.006036,77.625008,44,Electronic City,5
2024-01-01 02:51:00,KA-01-502-8260,502,12.99156,77.622,42,Whitefield,1
2024-01-01 02:56:00,KA-01-502-8260,502,12.995987,77.614294,42,ITPL,2
2024-01-01 03:01:00,KA-01-502-8260,502,13.007216,77.625295,32,Brookefield,3
2024-01-01 03:06:00,KA-01-502-8260,502,12.998414,77.625648,18,Kundalahalli,4
2024-01-01 03:11:00,KA-01-502-8260,502,13.003222,77.623686,16,Marathahalli,5
2024-01-01 02:53:00,KA-01-502-9856,502,12.996231,77.624147,15,Whitefield,1
2024-01-01 02:58:00,KA-01-502-9856,502,12.988607,77.621415,17,ITPL,2
2024-01-01 03:03:00,KA-01-502-9856,502,12.996347,77.620164,44,Brookefield,3
2024-01-01 03:08:00,KA-01-502-9856,502,13.000638,77.62228,39,Kundalahalli,4
2024-01-01 03:13:00,KA-01-502-9856,502,13.007843,77.626445,42,Marathahalli,5
2024-01-01 02:26:00,KA-01-503-3724,503,13.002952,77.624349,30,Koramangala,1
2024-01-01 02:31:00,KA-01-503-3724,503,13.004405,77.624062,30,5th Block,2
2024-01-01 02:36:00,KA-01-503-3724,503,13.006716,77.636377,21,Wilson Garden,3
2024-01-01 02:41:00,KA-01-503-3724,503,13.016105,77.631712,42,4th Block Jayanagar,4
2024-01-01 02:46:00,KA-01-503-3724,503,13.018097,77.644357,27,Jayanagar,5
2024-01-01 02:10:00,KA-01-503-1960,503,12.993253,77.627317,27,Koramangala,1
2024-01-01 02:15:00,KA-01-503-1960,503,13.002287,77.631453,15,5th Block,2
2024-01-01 02:20:00,KA-01-503-1960,503,13.005784,77.623576,27,Wilson Garden,3
2024-01-01 02:25:00,KA-01-503-1960,503,13.005462,77.63684,23,4th Block Jayanagar,4
2024-01-01 02:30:00,KA-01-503-1960,503,13.018899,77.636078,44,Jayanagar,5
2024-01-01 02:18:00,KA-01-503-8454,503,13.004793,77.616292,28,Koramangala,1
2024-01-01 02:23:00,KA-01-503-8454,503,13.00527,77.622545,37,5th Block,2
2024-01-01 02:28:00,KA-01-503-8454,503,13.006341,77.632837,45,Wilson Garden,3
2024-01-01 02:33:00,KA-01-503-8454,503,13.009298,77.634677,38,4th Block Jayanagar,4
2024-01-01 02:38:00,KA-01-503-8454,503,13.022631,77.637716,40,Jayanagar,5
2024-01-01 02:09:00,KA-01-504-8973,504,13.015778,77.628951,21,Indiranagar,1
2024-01-01 02:14:00,KA-01-504-8973,504,13.018249,77.645808,24,100 Feet Road,2
2024-01-01 02:19:00,KA-01-504-8973,504,13.007242,77.638616,21,HAL,3
2024-01-01 02:24:00,KA-01-504-8973,504,13.026485,77.645585,45,Trinity,4
2024-01-01 02:29:00,KA-01-504-8973,504,13.029456,77.64758,16,MG Road,5
2024-01-01 02:03:00,KA-01-504-9883,504,13.012033,77.633822,38,Indiranagar,1
2024-01-01 02:08:00,KA-01-504-9883,504,13.021439,77.639872,25,100 Feet Road,2
2024-01-01 02:13:00,KA-01-504-9883,504,13.021288,77.640541,16,HAL,3
2024-01-01 02:18:00,KA-01-504-9883,504,13.021162,77.644437,16,Trinity,4
2024-01-01 02:23:00,KA-01-504-9883,504,13.029572,77.648495,33,MG Road,5
2024-01-01 02:32:00,KA-01-504-8811,504,13.013049,77.644977,44,Indiranagar,1
2024-01-01 02:37:00,KA-01-504-8811,504,13.019956,77.63697,42,100 Feet Road,2
2024-01-01 02:42:00,KA-01-504-8811,504,13.025606,77.64056,31,HAL,3
2024-01-01 02:47:00,KA-01-504-8811,504,13.013409,77.64156,20,Trinity,4
2024-01-01 02:52:00,KA-01-504-8811,504,13.018246,77.648842,16,MG Road,5
2024-01-01 02:05:00,KA-01-504-9320,504,13.011692,77.642982,42,Indiranagar,1
2024-01-01 02:10:00,KA-01-504-9320,504,13.017235,77.637504,20,100 Feet Road,2
2024-01-01 02:15:00,KA-01-504-9320,504,13.023747,77.631544,17,HAL,3
2024-01-01 02:20:00,KA-01-504-9320,504,13.024778,77.650454,34,Trinity,4
2024-01-01 02:25:00,KA-01-504-9320,504,13.020207,77.656319,17,MG Road,5
2024-01-01 02:25:00,KA-01-504-4853,504,13.013292,77.632524,18,Indiranagar,1
2024-01-01 02:30:00,KA-01-504-4853,504,13.018764,77.649953,45,100 Feet Road,2
2024-01-01 02:35:00,KA-01-504-4853,504,13.020509,77.643841,43,HAL,3
2024-01-01 02:40:00,KA-01-504-4853,504,13.021303,77.642351,33,Trinity,4
2024-01-01 02:45:00,KA-01-504-4853,504,13.031752,77.64632,22,MG Road,5
2024-01-01 02:39:00,KA-01-504-1651,504,13.011958,77.632212,17,Indiranagar,1
2024-01-01 02:44:00,KA-01-504-1651,504,13.017995,77.640268,28,100 Feet Road,2
2024-01-01 02:49:00,KA-01-504-1651,504,13.024788,77.64005,36,HAL,3
2024-01-01 02:54:00,KA-01-504-1651,504,13.022251,77.641706,33,Trinity,4
2024-01-01 02:59:00,KA-01-504-1651,504,13.025379,77.652487,33,MG Road,5
2024-01-01 03:59:00,KA-01-500-6183,500,12.975385,77.589989,23,Majestic,1
2024-01-01 04:04:00,KA-01-500-6183,500,12.979948,77.605378,21,City Railway Station,2
2024-01-01 04:09:00,KA-01-500-6183,500,12.981667,77.611984,36,Chickpet,3
2024-01-01 04:14:00,KA-01-500-6183,500,12.979731,77.600377,37,Avenue Road,4
2024-01-01 04:19:00,KA-01-500-6183,500,12.978706,77.61808,25,K.R. Market,5
2024-01-01 03:16:00,KA-01-500-4910,500,12.974872,77.594322,27,Majestic,1
